time	II_f	II_l	mIIa_f	mIIa_l	V_f	V_l	Va_f	Va_l	VII_f	VII_l	VIIa_f	VIIa_l	VIII_f	VIII_l	VIIIa_f	VIIIa_l	IX_f	IX_l	IXa_f	IXa_l	X_f	X_l	Xa_f	Xa_l	APC_f	APC_l	PS_f	PS_l	VIIIai_f	VIIIai_l	Vai_f	Vai_l	PC_f	PC_l	TF_l	TF_VIIa_l	TF_VII_l	TF_VIIa_IX_l	TF_VIIa_IXa_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VII_Xa_l	IXa_VIIIa_l	Xa_Va_l	IXa_VIIIa_X_l	V_Xa_l	VIII_Xa_l	IIa_f	V_IIa_l	VIII_IIa_l	Xa_Va_II_l	Xa_Va_mIIa_l	XI_f	XI_IIa_l	XIa_l	APC_PS_l	APC_PS_VIIIa_l	TFPI_f	AT_f	IIa_AT_f	TFPI_Xa_l	TFPI_Xa_TF_VIIa_l	APC_PS_Va_l	IXa_AT_f	Xa_AT_f	VII_Xa_l	V_mIIa_l	VIII_mIIa_l	TM_l	IIa_TM_l	IIa_TM_PC_l	mIIa_AT_l	XIa_IX_l	LIPID	alpha2M_l	alpha2M_IIa_l	alpha2M_Xa_l	AT_XIa_l	nnamed: 7
240	205.90400000000002	413.227	4.5660300000000005	224.868	4.63653e-24	7.358189999999999e-22	5.73049e-05	0.00897486	2.6695900000000003e-13	9.30484e-12	0.09710089999999999	9.9979	1.81624e-28	4.17029e-26	1.12495e-05	0.000784283	0.0479451	9.73855	0.38800300000000004	78.8701	35.3331	86.8935	7.41609	30.4915	0.166927	1.11484	2.08576	243.74599999999998	0.00912894	0.636959	0.123526	19.3615	1.49176	3.02894	9.26019e-07	0.000923642	4.51276e-16	3.74156e-05	0	0.00023614	0.000358655	1.1540200000000001e-17	0.034969599999999997	0.282823	0.0160065	3.2818400000000005e-21	7.424299999999999e-26	100.74799999999999	1.0908299999999998e-21	2.94315e-26	0.10344300000000001	0.0951406	2.2508700000000002e-38	2.1132899999999998e-38	13.7693	54.1416	0.00213994	0.00707095	3028.77	338.19	2.48949	0.00344322	0.0245243	0.0557044	4.62432	2.37885e-13	2.17341e-21	6.5635e-26	0.00479292	0.965886	0.029320699999999998	12.9811	0.8486450000000001	46749.0	2499.43	98.3229	2.25066	15.382	
250	199.735	407.231	4.46381	223.27	1.2414300000000002e-25	2.00159e-23	4.6042600000000005e-05	0.00732405	6.37083e-15	2.25523e-13	0.09561889999999999	9.99938	3.08572e-30	7.2015100000000005e-28	9.3012e-06	0.000658617	0.041137099999999996	8.48683	0.388864	80.2807	34.5918	86.4076	7.42824	31.0176	0.167649	1.13716	2.04616	242.862	0.00910053	0.644908	0.12219400000000001	19.4523	1.16908	2.4109	8.24268e-07	0.000822323	9.391639999999999e-18	2.90171e-05	0	0.00020905900000000002	0.000317407	2.44339e-19	0.0298907	0.23479	0.013605200000000001	9.069670000000001e-23	1.2960599999999998e-27	88.3512	2.60188e-23	4.45371e-28	0.08462889999999999	0.0783191	2.99724e-41	2.4569e-41	12.9919	55.0696	0.00182792	0.00696226	3006.92	357.662	2.48942	0.00362137	0.0203561	0.06144840000000001	5.13962	5.86586e-15	5.868979999999999e-23	1.1244799999999999e-27	0.00549449	0.971042	0.0234637	13.9114	0.697539	47480.0	2493.27	104.219	2.5101299999999998	16.3106	
260	194.696	402.315	4.37575	221.767	3.36894e-27	5.50524e-25	3.72204e-05	0.00599939	1.44445e-16	5.18125e-15	0.0943782	10.0006	5.85032e-32	1.38438e-29	7.73134e-06	0.000554732	0.0356414	7.45092	0.389332	81.4429	33.9703	85.9859	7.415610000000001	31.3745	0.16806400000000002	1.1550799999999999	2.0135	242.157	0.00907592	0.651695	0.12106199999999999	19.5278	0.915607	1.91325	7.361020000000001e-07	0.00073451	1.8529600000000002e-19	2.27446e-05	0	0.000185821	0.000282005	4.876649999999999e-21	0.025538599999999998	0.194553	0.0115676	2.5219200000000004e-24	2.5060599999999998e-29	76.977	6.23482e-25	7.45441e-30	0.0692793	0.0644004	6.51621e-44	4.63272e-44	12.2429	55.8108	0.00156037	0.00693093	2987.72	374.566	2.48929	0.00377418	0.0168989	0.067163	5.65137	1.3632600000000002e-16	1.6031799999999996e-24	2.14556e-29	0.00633169	0.974972	0.0186965	14.8159	0.576869	48109.8	2487.87	109.36	2.76897	17.1802	
270	190.56400000000002	398.296	4.29962	220.365	9.211139999999999e-29	1.5224700000000003e-26	3.0227199999999998e-05	0.00492726	3.1688799999999995e-18	1.1495899999999998e-16	0.0933344	10.0017	1.2228399999999998e-33	2.92795e-31	6.4541199999999995e-06	0.000468325	0.031162400000000003	6.58834	0.389545	82.4064	33.4473	85.6217	7.38324	31.589000000000002	0.168251	1.1694	1.9864099999999998	241.59799999999998	0.00905444	0.657488	0.12009500000000001	19.5904	0.716775	1.51468	6.599349999999999e-07	0.000658631	3.5322199999999996e-21	1.80255e-05	0	0.00016591599999999997	0.000251677	9.360160000000001e-23	0.0218132	0.16089900000000001	0.0098383	7.02265e-26	5.3101e-31	66.6908	1.49388e-26	1.36511e-31	0.05672290000000001	0.052890099999999995	2.33849e-46	1.4337899999999997e-46	11.5256	56.4007	0.00133128	0.0069372	2970.91	389.165	2.48916	0.00390509	0.014025899999999999	0.0728482	6.15848	3.0455700000000002e-18	4.4053800000000005e-26	4.50632e-31	0.00732941	0.977825	0.0148454	15.6984	0.480016	48652.5	2483.16	113.818	3.0265	17.9943	
280	187.165	395.023	4.23346	219.063	2.5250299999999997e-30	4.21433e-28	2.4630799999999998e-05	0.00405374	6.8308e-20	2.5021800000000002e-18	0.0924517	10.0025	2.78544e-35	6.73693e-33	5.40679e-06	0.000396115	0.027478899999999997	5.86574	0.389592	83.2098	33.0056	85.3085	7.335030000000001	31.6842	0.168271	1.1808	1.96385	241.155	0.00903548	0.66243	0.11926500000000001	19.6424	0.560968	1.19686	5.94297e-07	0.000593232	6.60978e-23	1.44481e-05	0	0.000148892	0.000225735	1.75687e-24	0.018627099999999997	0.132797	0.00837054	1.9509299999999998e-27	1.22016e-32	57.4933	3.56519e-28	2.7064099999999993e-33	0.046431	0.0433772	1.38814e-48	7.303929999999999e-49	10.8417	56.8686	0.00113537	0.00696631	2956.23	401.715	2.48902	0.0040171	0.0116354	0.0785052	6.660139999999999	6.64909e-20	1.21225e-27	1.0301599999999999e-32	0.00851811	0.979728	0.0117536	16.5618	0.401856	49121.0	2479.05	117.664	3.2821599999999997	18.7564	
290	184.36	392.36699999999996	4.175590000000001	217.852	6.91246e-32	1.1633599999999998e-29	2.0118e-05	0.00333841	1.46547e-21	5.4131900000000006e-20	0.091701	10.0033	6.839399999999999e-37	1.6685400000000002e-34	4.54245e-06	0.000335544	0.0244238	5.256819999999999	0.389531	83.8836	32.6312	85.0404	7.27407	31.6797	0.16817000000000001	1.18984	1.9449299999999998	240.80599999999998	0.00901849	0.6666449999999999	0.118547	19.6856	0.438978	0.9443280000000001	5.37851e-07	0.000536983	1.2304299999999998e-24	1.17149e-05	0	0.000134349	0.00020357	3.2700199999999995e-26	0.0159041	0.10937100000000001	0.00712439	5.39014e-29	3.0101599999999995e-34	49.3448	8.44784e-30	5.75037e-35	0.037983499999999996	0.0355207	1.3541499999999999e-50	6.08814e-51	10.1918	57.2388	0.00096803	0.00701187	2943.42	412.461	2.48888	0.00411285	0.00964502	0.08413580000000001	7.1557699999999995	1.43826e-21	3.32806e-29	2.5360900000000003e-34	0.00993492	0.9807809999999999	0.00928379	17.4087	0.338426	49526.6	2475.5	120.96700000000001	3.5355199999999996	19.4697	
300	182.03799999999998	390.224	4.1246	216.72299999999998	1.8837e-33	3.1930599999999997e-31	1.6457000000000002e-05	0.00275036	3.1628199999999994e-23	1.1767899999999999e-21	0.09105830000000001	10.0039	1.79199e-38	4.4044e-36	3.8253500000000006e-06	0.000284589	0.0218696	4.74074	0.389398	84.4519	32.3125	84.81200000000001	7.20282	31.5922	0.167985	1.19699	1.92897	240.53099999999998	0.00900303	0.670239	0.117923	19.7214	0.343524	0.744254	4.89394e-07	0.000488691	2.3039599999999999e-26	9.60998e-06	0	0.000121936	0.00018465	6.10608e-28	0.0135779	0.0898801	0.00606604	1.47731e-30	7.898189999999999e-36	42.1805	1.98235e-31	1.29703e-36	0.031043900000000003	0.029037900000000002	2.14023e-52	8.1902199999999995e-53	9.57596	57.5311	0.0008252239999999999	0.0070704999999999995	2932.26	421.62699999999995	2.48873	0.00419462	0.00798711	0.0897421	7.64491	3.1179999999999996e-23	9.08795e-31	6.656969999999999e-36	0.011624899999999999	0.9810559999999999	0.00731901	18.2413	0.286656	49879.1	2472.42	123.792	3.78625	20.1374	
310	180.109	388.506	4.079280000000001	215.665	5.096409999999999e-35	8.69276e-33	1.34731e-05	0.00226559	6.9284299999999995e-25	2.5942199999999998e-23	0.0905043	10.0045	4.9635e-40	1.2278399999999999e-37	3.22784e-06	0.000241622	0.019718400000000004	4.30092	0.389218	84.9339	32.0402	84.6184	7.123289999999999	31.4359	0.167742	1.2026299999999999	1.9154099999999998	240.31599999999997	0.00898871	0.673305	0.117376	19.750999999999998	0.268869	0.586113	4.47857e-07	0.000447291	4.37976e-28	7.975969999999999e-06	0	0.000111349	0.000168512	1.15497e-29	0.0115917	0.0736931	0.00516682	4.0083599999999997e-32	2.18488e-37	35.9228	4.596949999999999e-33	3.07837e-38	0.0253411	0.023694099999999996	5.36681e-54	1.7420299999999997e-54	8.99351	57.7616	0.0007034389999999999	0.00714012	2922.53	429.421	2.4886	0.00426442	0.00660613	0.0953263	8.12722	6.8394e-25	2.4622999999999998e-32	1.8460899999999996e-37	0.013642500000000002	0.9805959999999999	0.00576123	19.0613	0.24416	50187.1	2469.77	126.20100000000001	4.03408	20.7623	
320	178.5	387.14	4.03865	214.667	1.36605e-36	2.3426599999999996e-34	1.10325e-05	0.0018652	1.55191e-26	5.84321e-25	0.09002310000000001	10.005	1.44104e-41	3.58487e-39	2.72815e-06	0.00020532	0.0178939	3.9241	0.389004	85.3447	31.8062	84.4552	7.03711	31.2225	0.167459	1.20707	1.9038	240.14700000000002	0.00897523	0.6759189999999999	0.11689100000000001	19.7755	0.21050100000000002	0.46135200000000004	4.12296e-07	0.000411844	8.51727e-30	6.69727e-06	0	0.00010232600000000001	0.000154757	2.23072e-31	0.00989599	0.060277300000000006	0.00440248	1.0748699999999997e-33	6.32114e-39	30.4878	1.05165e-34	7.625889999999998e-40	0.0206548	0.0192946	2.07951e-55	5.70719e-56	8.44358	57.943000000000005	0.00059963	0.00721925	2914.05	436.027	2.48846	0.00432396	0.00545614	0.10089	8.60247	1.5299900000000002e-26	6.606039999999999e-34	5.363419999999999e-39	0.016053799999999997	0.979417	0.00452947	19.8703	0.20907699999999999	50457.6	2467.48	128.246	4.27879	21.3473	
330	177.153	386.064	4.00189	213.72099999999998	3.6213099999999995e-38	6.23984e-36	9.031210000000002e-06	0.00153409	3.5761099999999997e-28	1.35312e-26	0.08960189999999998	10.0054	4.3516599999999995e-43	1.08792e-40	2.30902e-06	0.00017460200000000002	0.0163363	3.59962	0.388766	85.6967	31.6044	84.3186	6.94562	30.9624	0.167151	1.21056	1.8937700000000002	240.015	0.00896234	0.678148	0.116459	19.7958	0.164877	0.363073	3.8188400000000003e-07	0.000381528	1.7051599999999999e-31	5.68855e-06	0	9.46382e-05	0.00014303799999999998	4.4284799999999993e-33	0.00844867	0.0491814	0.00375252	2.84486e-35	1.8986699999999998e-40	25.7912	2.3701599999999997e-36	1.95732e-41	0.016805900000000002	0.015678	1.20771e-56	2.79424e-57	7.92505	58.0858	0.0005111730000000001	0.00730678	2906.65	441.60900000000004	2.48832	0.00437473	0.00449903	0.10643599999999999	9.07047	3.51335e-28	1.75209e-35	1.6200900000000002e-40	0.018938099999999996	0.977504	0.00355766	20.6693	0.179954	50696.8	2465.5	129.977	4.52022	21.895	
340	176.02	385.227	3.96831	212.81799999999998	9.48106e-40	1.64055e-37	7.387360000000001e-06	0.00126013	8.52015e-30	3.2380599999999996e-28	0.0892298	10.0058	1.35744e-44	3.40849e-42	1.95658e-06	0.000148575	0.014998599999999999	3.31883	0.388507	85.9996	31.4292	84.205	6.84995	30.6641	0.166828	1.21331	1.88503	239.91299999999998	0.00894985	0.6800510000000001	0.116069	19.8126	0.129218	0.285748	3.5589700000000003e-07	0.000355623	3.5326599999999997e-33	4.88645e-06	0	8.80919e-05	0.000133058	9.08573e-35	0.00721342	0.0400246	0.00319956	7.423539999999999e-37	5.88205e-42	21.7511	5.25668e-38	5.1708099999999996e-43	0.013647299999999998	0.0127096	1.01702e-57	1.9782199999999997e-58	7.436610000000001	58.198	0.000435811	0.00740186	2900.18	446.31199999999995	2.48818	0.00441799	0.00370309	0.11196500000000001	9.5311	8.326039999999998e-30	4.58788e-37	5.05334e-42	0.022391099999999997	0.974817	0.00279229	21.4595	0.155644	50910.0	2463.8	131.439	4.75823	22.4077	
350	175.062	384.587	3.93736	211.952	2.44877e-41	4.25315e-39	6.035810000000001e-06	0.00103346	2.10738e-31	8.04084e-30	0.0888983	10.0061	4.34709e-46	1.0958e-43	1.65958e-06	0.00012649700000000002	0.013843200000000002	3.07475	0.38823	86.2616	31.2763	84.1116	6.75105	30.3348	0.166498	1.21546	1.8773400000000002	239.833	0.0089376	0.681674	0.11571500000000001	19.8264	0.101349	0.224965	3.33709e-07	0.000333503	7.605729999999999e-35	4.24361e-06	0	8.251950000000001e-05	0.00012456200000000002	1.935e-36	0.00615922	0.032485599999999996	0.00272893	1.9082299999999995e-38	1.8683799999999997e-43	18.2903	1.1462500000000001e-39	1.3976799999999998e-44	0.0110583	0.010278	1.19976e-58	1.9567999999999998e-59	6.97692	58.2861	0.000371609	0.0075038	2894.5	450.265	2.4880400000000003	0.00445484	0.00304189	0.117478	9.98429	2.04521e-31	1.18479e-38	1.61773e-43	0.0265272	0.971282	0.00219037	22.2417	0.135245	51101.4	2462.34	132.66899999999998	4.99274	22.8878	
360	174.248	384.10900000000004	3.90856	211.11599999999999	6.233629999999999e-43	1.0863499999999998e-40	4.92421e-06	0.000845987	5.4291e-33	2.0789899999999997e-31	0.08860019999999999	10.0064	1.4214099999999998e-47	3.59565e-45	1.40887e-06	0.000107751	0.0128398	2.86163	0.387937	86.48899999999999	31.142	84.0356	6.64969	29.9806	0.166165	1.21715	1.8705	239.771	0.00892548	0.6830609999999999	0.115389	19.8377	0.0795687	0.17721900000000002	3.14776e-07	0.000314629	1.70755e-36	3.7243599999999996e-06	0	7.77776e-05	0.000117333	4.2931899999999996e-38	0.00525952	0.0262935	0.00232819	4.82859e-40	6.05322e-45	15.3371	2.45573e-41	3.84529e-46	0.00893937	0.00828997	1.9151999999999998e-59	2.6127199999999994e-60	6.544580000000001	58.3554	0.000316915	0.00761205	2889.51	453.579	2.4879	0.00448622	0.00249333	0.122978	10.43	5.22587e-33	3.0148900000000002e-40	5.2866499999999994e-45	0.031483	0.966799	0.00171753	23.0165	0.118039	51274.9	2461.08	133.701	5.223669999999999	23.3374	
370	173.55	383.76300000000003	3.88155	210.304	1.56286e-44	2.7320099999999994e-42	4.01017e-06	0.0006910789999999999	1.46067e-34	5.61192e-33	0.08832949999999999	10.0067	4.722859999999999e-49	1.1985099999999998e-46	1.1968899999999999e-06	9.18226e-05	0.011964299999999999	2.67477	0.387629	86.6872	31.0233	83.9748	6.5465599999999995	29.6066	0.16583399999999998	1.2184700000000002	1.86437	239.72400000000002	0.00891341	0.684245	0.11508800000000001	19.8471	0.0625443	0.139733	2.98631e-07	0.000298532	4.0085699999999994e-38	3.30173e-06	0	7.37438e-05	0.00011118200000000001	9.95208e-40	0.00449164	0.0212207	0.00198684	1.2021099999999998e-41	1.99106e-46	12.8264	5.16621e-43	1.0718299999999998e-47	0.00720821	0.0066683	3.9993899999999994e-60	4.552739999999999e-61	6.13819	58.4098	0.000270315	0.00772613	2885.11	456.349	2.4877599999999997	0.00451294	0.00203892	0.12846400000000002	10.8681	1.3929499999999998e-34	7.55441e-42	1.75522e-46	0.0374202	0.961233	0.00134644	23.7846	0.10345399999999999	51433.3	2459.98	134.565	5.45096	23.7584	
380	172.947	383.525	3.8560199999999996	209.514	3.856819999999999e-46	6.761060000000001e-44	3.2591200000000004e-06	0.00056324	4.11261e-36	1.5849100000000001e-34	0.08808150000000001	10.0069	1.5879299999999999e-50	4.0414199999999997e-48	1.01745e-06	7.82779e-05	0.011196600000000001	2.5103	0.387305	86.8607	30.9177	83.9272	6.44221	29.2173	0.16550499999999999	1.21951	1.8588	239.687	0.00890132	0.685257	0.11480599999999999	19.8547	0.0492353	0.110312	2.84868e-07	0.000284811	9.861399999999999e-40	2.95515e-06	0	7.03133e-05	0.000105952	2.4159e-41	0.00383622	0.0170759	0.00169596	2.94319e-43	6.622169999999999e-48	10.6994	1.0667899999999999e-44	3.01473e-49	0.00579672	0.00534863	1.0578399999999998e-60	1.0025599999999998e-61	5.7563699999999995	58.4525	0.00023060799999999998	0.00784569	2881.21	458.659	2.48762	0.00453568	0.00166319	0.133938	11.2988	3.8819199999999996e-36	1.8629e-43	5.89601e-48	0.0445287	0.9544159999999999	0.00105541	24.5464	0.0910307	51579.4	2459.04	135.287	5.674580000000001	24.1526	
390	172.422	383.375	3.8317099999999997	208.74	9.364139999999997e-48	1.6458199999999998e-45	2.6426799999999996e-06	0.00045790699999999996	1.21375e-37	4.6909099999999996e-36	0.08785230000000001	10.0071	5.3829099999999996e-52	1.37369e-49	8.65371e-07	6.67533e-05	0.0105206	2.36499	0.386966	87.01299999999999	30.823	83.8909	6.33712	28.8162	0.16518	1.22032	1.8537	239.65900000000002	0.00888916	0.686122	0.114541	19.861	0.0388284	0.08722519999999999	2.7314e-07	0.000273119	2.54658e-41	2.66884e-06	0	6.73967e-05	0.000101505	6.152619999999999e-43	0.00327675	0.0136987	0.00144799	7.084279999999999e-45	2.21925e-49	8.90356	2.16158e-46	8.52693e-51	0.00464846	0.00427744	3.4386499999999995e-61	2.7074e-62	5.3977699999999995	58.4861	0.000196767	0.00797039	2877.73	460.582	2.48747	0.00455504	0.00135311	0.1394	11.722000000000001	1.13308e-37	4.51904e-45	1.9965799999999997e-49	0.05302869999999999	0.9461440000000001	0.00082729	25.3024	0.08040019999999999	51715.1	2458.22	135.888	5.89452	24.5218	
400	171.96099999999998	383.295	3.80842	207.981	2.2359899999999998e-49	3.9394799999999995e-47	2.1375e-06	0.00037128199999999996	3.7593899999999994e-39	1.4568299999999997e-37	0.08763860000000001	10.0074	1.83396e-53	4.691889999999999e-51	7.3637e-07	5.69423e-05	0.00992291	2.23615	0.386612	87.1472	30.7376	83.8644	6.23172	28.4065	0.16485999999999998	1.22095	1.8489900000000001	239.637	0.00887692	0.686862	0.11429	19.8662	0.030688299999999998	0.06910939999999999	2.63151e-07	0.00026316	6.912e-43	2.43062e-06	0	6.49179e-05	9.77249e-05	1.6460799999999998e-44	0.00279914	0.0109549	0.00123654	1.6759599999999997e-46	7.47085e-51	7.392360000000001	4.297049999999999e-48	2.4180599999999998e-52	0.00371664	0.00341032	1.3361099999999996e-61	8.721649999999999e-63	5.0610800000000005	58.5125	0.000167922	0.00809995	2874.62	462.17800000000005	2.48733	0.0045715	0.00109779	0.144851	12.1377	3.4686300000000006e-39	1.0779999999999998e-46	6.79445e-51	0.06317130000000001	0.9361799999999999	0.0006485659999999999	26.0528	0.07126299999999999	51842.3	2457.5	136.387	6.11077	24.8677	
410	171.551	383.273	3.7859800000000003	207.234	5.2494099999999997e-51	9.269790000000001e-49	1.7242700000000002e-06	0.000300194	1.2231100000000001e-40	4.7517999999999996e-39	0.0874377	10.0076	6.2628500000000004e-55	1.60601e-52	6.26855e-07	4.85862e-05	0.00939244	2.12154	0.386243	87.2657	30.6598	83.8464	6.12633	27.9907	0.164546	1.22145	1.8445900000000002	239.62099999999998	0.00886457	0.687495	0.11405	19.8704	0.024318700000000002	0.0548928	2.54644e-07	0.00025468	1.97375e-44	2.23104e-06	0	6.28117e-05	9.45132e-05	4.631249999999999e-46	0.00239137	0.00873244	0.00105618	3.8961399999999996e-48	2.5197099999999997e-52	6.12491	8.37993e-50	6.857869999999998e-54	0.00296246	0.00271038	6.051499999999999e-62	3.268889999999999e-63	4.74507	58.5333	0.00014333	0.00823416	2871.81	463.501	2.48718	0.00458551	0.000888048	0.150292	12.546	1.11473e-40	2.52804e-48	2.3173400000000002e-52	0.0752362	0.9242549999999999	0.000508585	26.7979	0.063376	51962.4	2456.88	136.80100000000002	6.32333	25.1916	
420	171.18400000000003	383.29699999999997	3.7642599999999997	206.498	1.2113999999999998e-52	2.1438099999999997e-50	1.38696e-06	0.000241997	4.18253e-42	1.6288599999999999e-40	0.08724760000000001	10.0078	2.1387099999999996e-56	5.496609999999999e-54	5.33819e-07	4.14662e-05	0.00891993	2.01926	0.38586	87.3707	30.5886	83.8358	6.02126	27.570999999999998	0.164237	1.22183	1.84045	239.609	0.00885211	0.688038	0.113819	19.8738	0.0193321	0.0437334	2.4740300000000003e-07	0.000247461	5.93353e-46	2.0627e-06	0	6.10227e-05	9.17852e-05	1.37126e-47	0.00204318	0.00693779	0.0009022839999999999	8.899129999999999e-50	8.495119999999998e-54	5.06546	1.6032399999999997e-51	1.94117e-55	0.00235378	0.00214708	3.1237799999999993e-62	1.39406e-63	4.448519999999999	58.5496	0.000122359	0.00837281	2869.27	464.595	2.48703	0.00459742	0.0007161989999999999	0.155722	12.947000000000001	3.7635400000000006e-42	5.8271199999999995e-50	7.90302e-54	0.0895253	0.910076	0.000398974	27.538	0.05654	52076.6	2456.32	137.144	6.53222	25.4949	
430	170.851	383.35699999999997	3.74315	205.77	2.7474099999999996e-54	4.87209e-52	1.11228e-06	0.000194477	1.50384e-43	5.870180000000001e-42	0.0870664	10.0079	7.289010000000001e-58	1.87728e-55	4.54734e-07	3.53972e-05	0.00849764	1.92773	0.385463	87.4641	30.5228	83.8314	5.91676	27.1493	0.163933	1.22214	1.83653	239.6	0.00883955	0.688503	0.113597	19.8766	0.0154257	0.0349701	2.41238e-07	0.000241316	1.8786699999999997e-47	1.91979e-06	0	5.9503800000000004e-05	8.94689e-05	4.27489e-49	0.00174585	0.00549326	0.000770938	1.99686e-51	2.8574899999999995e-55	4.18291	3.0095999999999994e-53	5.4748e-57	0.001864	0.00169515	1.8015599999999994e-62	6.633229999999999e-64	4.1702900000000005	58.5625	0.00010447299999999999	0.00851574	2866.95	465.49800000000005	2.4868799999999998	0.00460755	0.0005757830000000001	0.161142	13.3408	1.33547e-43	1.3199299999999999e-51	2.6896899999999998e-55	0.106349	0.893338	0.00031315900000000003	28.2733	0.0505918	52185.9	2455.84	137.42700000000002	6.7374600000000004	25.7791	
440	170.546	383.44699999999995	3.72255	205.05	6.12284e-56	1.0879300000000002e-53	8.892e-07	0.00015578399999999998	5.68625e-45	2.22457e-43	0.0868928	10.0081	2.4750699999999997e-59	6.38743e-57	3.8747300000000004e-07	3.02223e-05	0.00811903	1.8455700000000002	0.38505300000000003	87.5472	30.4618	83.8325	5.81302	26.7269	0.163635	1.2223700000000002	1.8327900000000001	239.59400000000002	0.00882689	0.6889029999999999	0.113381	19.8789	0.012363200000000001	0.0280846	2.35993e-07	0.000236087	6.2661399999999995e-49	1.7977200000000003e-06	0	5.8214700000000004e-05	8.750290000000001e-05	1.4035599999999998e-50	0.00149191	0.0043343999999999995	0.000658811	4.401479999999999e-53	9.57389e-57	3.4503	5.54488e-55	1.5365999999999996e-58	0.00147112	0.00133375	1.1407499999999998e-62	3.4619399999999995e-64	3.90929	58.5727	8.92142e-05	0.00866278	2864.81	466.24300000000005	2.48672	0.00461616	0.000461384	0.166552	13.7274	4.9817700000000006e-45	2.9377500000000003e-53	9.119920000000001e-57	0.126006	0.873748	0.000245981	29.004	0.0453965	52291.0	2455.4	137.66	6.939089999999999	26.0453	
450	170.264	383.559	3.70241	204.33700000000002	1.3406999999999998e-57	2.3867499999999995e-55	7.08534e-07	0.000124373	2.2611099999999997e-46	8.865049999999999e-45	0.08672560000000001	10.0083	8.361699999999999e-61	2.1621099999999996e-58	3.3024200000000003e-07	2.5808600000000002e-05	0.00777859	1.77164	0.38463200000000003	87.6213	30.4046	83.8383	5.71023	26.3053	0.16334200000000001	1.22255	1.82919	239.59	0.00881414	0.689245	0.11317200000000001	19.8807	0.00996008	0.02267	2.3152899999999998e-07	0.000231639	2.20188e-50	1.6928099999999998e-06	0	5.71212e-05	8.583520000000001e-05	4.853769999999999e-52	0.00127501	0.00340786	0.000563069	9.52966e-55	3.1906499999999996e-58	2.84436	1.00309e-56	4.288039999999999e-60	0.00115699	0.0010457	7.811239999999998e-63	1.9530199999999997e-64	3.6645	58.5808	7.61951e-05	0.00881383	2862.84	466.856	2.48656	0.00462348	0.000368467	0.171952	14.1069	1.95378e-46	6.4240199999999996e-55	3.0764299999999997e-58	0.148748	0.851058	0.00019339900000000002	29.7301	0.0408426	52392.7	2455.01	137.85299999999998	7.13713	26.2947	
460	170.00099999999998	383.689	3.68266	203.63	2.8841799999999994e-59	5.143969999999999e-57	5.62661e-07	9.89519e-05	9.45437e-48	3.714539999999999e-46	0.08656380000000001	10.0084	2.8071799999999998e-62	7.272279999999999e-60	2.81527e-07	2.2043000000000002e-05	0.00747161	1.70495	0.38419899999999996	87.6876	30.3509	83.848	5.60853	25.8855	0.163054	1.2227	1.8257299999999999	239.58700000000002	0.00880132	0.6895399999999999	0.11296700000000001	19.8822	0.00807205	0.018407800000000002	2.27732e-07	0.00022785400000000002	8.15072e-52	1.60215e-06	0	5.61941e-05	8.44211e-05	1.7679e-53	0.00108973	0.00266968	0.000481301	2.02659e-56	1.05647e-59	2.34505	1.7828299999999996e-58	1.1891499999999999e-61	0.00090668	0.00081691	5.709099999999999e-63	1.1762299999999997e-64	3.4349300000000005	58.5873	6.50846e-05	0.00896878	2861.0	467.36199999999997	2.4864	0.0046297	0.00029324	0.177343	14.4794	8.055199999999998e-48	1.38005e-56	1.0312299999999998e-59	0.174745	0.825102	0.000152247	30.4519	0.036837199999999994	52491.5	2454.66	138.012	7.33162	26.5282	
470	169.753	383.833	3.66325	202.928	6.0953999999999985e-61	1.0890700000000002e-58	4.45255e-07	7.84473e-05	4.155829999999999e-49	1.63613e-47	0.0864066	10.0086	9.355859999999998e-64	2.4281599999999995e-61	2.40046e-07	1.88296e-05	0.00719408	1.64464	0.383755	87.74700000000001	30.3	83.8611	5.50805	25.4683	0.16277	1.22281	1.8223799999999999	239.585	0.00878844	0.6897939999999999	0.11276800000000001	19.8835	0.00658648	0.0150481	2.2450199999999998e-07	0.00022463599999999998	3.17781e-53	1.52338e-06	0	5.54086e-05	8.3223e-05	6.78101e-55	0.0009314439999999999	0.00208365	0.000411455	4.233090000000001e-58	3.472139999999999e-61	1.9351200000000002	3.11552e-60	3.2765799999999995e-63	0.0007079219999999999	0.000635829	4.404339999999999e-63	7.484639999999999e-65	3.2196599999999997	58.5924	5.56012e-05	0.00912752	2859.28	467.779	2.48624	0.00463498	0.000232539	0.182724	14.845	3.49057e-49	2.91243e-58	3.43151e-61	0.204035	0.795845	0.00012004299999999999	31.1694	0.0333025	52587.8	2454.33	138.143	7.52262	26.747	
