	"median_intern"	"median_extern"	"failure"	"n_species"	"n_reactions"	"n_submodels"	"run_0"	"run_1"	"run_2"	"run_3"	"run_4"	"run_5"	"run_6"	"run_7"	"run_8"	"run_9"	"run_10"	"run_11"	"run_12"	"run_13"	"run_14"	"run_15"	"run_16"	"run_17"	"run_18"	"run_19"	"run_20"	"run_21"	"run_22"	"run_23"	"run_24"
"bier2000"	"0.002077"	"0.18466687202453613"	"False"	"4.0"	"6.0"	"1.0"	"0.002092"	"0.001922"	"0.002116"	"0.000201"	"0.001953"	"0.002029"	"0.002222"	"0.00199"	"0.002299"	"0.001829"	"0.002082"	"0.001884"	"0.00192"	"0.002172"	"0.002129"	"0.002026"	"0.001944"	"0.000607"	"0.002077"	"0.002224"	"0.002254"	"0.002132"	"0.002365"	"0.002073"	"0.002117"
"bindschadler2001"	"0.002263"	"0.20474815368652344"	"False"	"4.0"	"11.0"	"1.0"	"0.00221"	"0.002224"	"0.00205"	"0.002377"	"0.002573"	"0.002083"	"0.002085"	"0.0008560000000000001"	"0.002419"	"0.002177"	"0.002391"	"0.00223"	"0.002353"	"0.000482"	"0.003729"	"0.002279"	"0.002361"	"0.002427"	"0.0023350000000000003"	"0.002263"	"0.002198"	"0.002419"	"0.002231"	"0.002188"	"0.002452"
"borghans1997"	"0.010890500000000001"	"0.20701003074646"	"False"	"4.0"	"8.0"	"2.0"	"0.010995999999999999"	"0.011473"	"0.010924"	"0.0201"	"0.008781500000000001"	"0.0114795"	"0.010374"	"0.0105645"	"0.008689500000000001"	"0.009154"	"0.010842999999999998"	"0.011708"	"0.0113955"	"0.0121735"	"0.0110185"	"0.011528"	"0.010890500000000001"	"0.011436499999999999"	"0.0108295"	"0.0116345"	"0.0105755"	"0.009956"	"0.010661"	"0.010252999999999998"	"0.0107485"
"borghans1997a"	"0.004988"	"0.1955392360687256"	"False"	"5.0"	"7.0"	"1.0"	"0.005135"	"0.00606"	"0.005386999999999999"	"0.001703"	"0.005017"	"0.007972"	"0.00338"	"0.005143"	"0.005279"	"0.005021"	"0.004659"	"0.004956"	"0.005305"	"0.005077"	"0.004574"	"0.004884"	"0.0049"	"0.004577"	"0.004988"	"0.005043"	"0.004627"	"0.004927"	"0.004775"	"0.004937"	"0.005106"
"brands2002"	"0.001051"	"0.1934685707092285"	"False"	"11.0"	"11.0"	"1.0"	"0.0010550000000000002"	"0.001047"	"0.003052"	"0.001051"	"0.001008"	"0.000973"	"0.000787"	"0.000965"	"0.001075"	"0.001085"	"0.001052"	"0.001145"	"0.001074"	"0.000989"	"0.001392"	"0.000985"	"0.000994"	"0.00104"	"0.001077"	"0.000981"	"0.001082"	"0.001024"	"0.001043"	"0.001059"	"0.0016469999999999998"
"bucher2011"	"0.009844"	"0.2325534820556641"	"False"	"18.0"	"29.0"	"1.0"	"0.010419"	"0.010589"	"0.011243"	"0.00742"	"0.010944"	"0.011032"	"0.012225"	"0.01779"	"0.010142"	"0.009664"	"0.010007"	"0.009414"	"0.009265"	"0.009959"	"0.009908"	"0.00533"	"0.009337"	"0.009216"	"0.009508"	"0.009844"	"0.009392"	"0.009864"	"0.00973"	"0.009766"	"0.009561"
"bungay2003"	"0.0602485"	"0.3700581789016724"	"False"	"74.0"	"66.0"	"2.0"	"0.05758450000000001"	"0.0590365"	"0.06615950000000001"	"0.066715"	"0.0608475"	"0.063462"	"0.06095"	"0.060658000000000004"	"0.0642595"	"0.06414"	"0.0638035"	"0.064726"	"0.0606275"	"0.0592775"	"0.054042999999999994"	"0.05471"	"0.05568150000000001"	"0.053239"	"0.056232500000000005"	"0.054277"	"0.056994"	"0.0602485"	"0.05865650000000001"	"0.0608585"	"0.059283"
"bungay2006"	"0.023269"	"0.2941901683807373"	"False"	"54.0"	"45.0"	"1.0"	"0.023317"	"0.023738"	"0.025109"	"0.020404"	"0.018986000000000003"	"0.024388"	"0.023227"	"0.024117"	"0.023932"	"0.023732"	"0.020735"	"0.019546"	"0.023784"	"0.023798"	"0.023179"	"0.023764"	"0.019018"	"0.023192"	"0.019279"	"0.023003"	"0.023962"	"0.023036"	"0.022396"	"0.024030000000000003"	"0.023269"
"bungay2006a"	"0.08254500000000001"	"0.40064573287963867"	"False"	"78.0"	"69.0"	"1.0"	"0.08066"	"0.08254500000000001"	"0.078152"	"0.07785800000000001"	"0.08086"	"0.08305499999999999"	"0.074051"	"0.076555"	"0.080844"	"0.097724"	"0.083968"	"0.07624500000000001"	"0.074804"	"0.079938"	"0.082646"	"0.078578"	"0.096682"	"0.097065"	"0.082584"	"0.083991"	"0.082511"	"0.084595"	"0.088077"	"0.089514"	"0.094704"
"butenas2004"	"0.015548"	"0.2461223602294922"	"False"	"34.0"	"33.0"	"1.0"	"0.014534"	"0.015548"	"0.015543"	"0.014591"	"0.014668"	"0.015988"	"0.01659"	"0.016608"	"0.012168"	"0.013335"	"0.012682"	"0.013361"	"0.012886000000000002"	"0.014953"	"0.020062"	"0.014603"	"0.016399"	"0.016107"	"0.016017"	"0.01658"	"0.015865999999999998"	"0.015806999999999998"	"0.016255000000000002"	"0.016415"	"0.012937"
"chance1943"	"0.0006405"	"0.18380272388458246"	"False"	"4.0"	"2.0"	"2.0"	"0.0006825000000000001"	"0.0007030000000000001"	"0.0007394999999999999"	"0.000676"	"0.0006405"	"0.000603"	"0.0005015"	"0.0006295000000000001"	"0.000602"	"0.000735"	"0.0006129999999999999"	"0.0006389999999999999"	"0.000662"	"0.0006069999999999999"	"0.000603"	"0.0007520000000000001"	"0.0006045"	"0.0005909999999999999"	"0.000772"	"0.000802"	"0.000799"	"0.0006745"	"0.0005865"	"0.0006205"	"0.0007675"
"curto1998"	"0.008133"	"0.2545952796936035"	"False"	"18.0"	"37.0"	"1.0"	"0.007881"	"0.008634999999999999"	"0.008184"	"0.008104"	"0.008136"	"0.008143000000000001"	"0.008216"	"0.009031"	"0.007279000000000002"	"0.008163"	"0.004208"	"0.008133"	"0.007969"	"0.00828"	"0.009003"	"0.008473"	"0.007967"	"0.007703"	"0.008261"	"0.00793"	"0.007918000000000001"	"0.008047"	"0.008231"	"0.007969"	"0.007902"
"deback2012"	"0.001126"	"0.19195866584777832"	"False"	"4.0"	"8.0"	"1.0"	"0.001123"	"0.001165"	"0.00141"	"0.001215"	"0.001112"	"0.001123"	"0.001043"	"0.000952"	"0.001069"	"0.001148"	"0.001073"	"0.001082"	"0.001399"	"0.001038"	"0.001142"	"0.001041"	"0.001282"	"0.001049"	"0.001196"	"0.001074"	"0.00118"	"0.001184"	"0.001186"	"0.001126"	"0.001192"
"delcontezerail2008"	"0.00204"	"0.19599413871765134"	"False"	"4.0"	"10.0"	"1.0"	"0.002147"	"0.002004"	"0.002054"	"0.001856"	"0.002413"	"0.002105"	"0.002399"	"0.002359"	"0.00204"	"0.002295"	"0.002305"	"0.002326"	"0.00216"	"0.0016579999999999998"	"0.002054"	"0.0025440000000000003"	"0.0016809999999999998"	"0.00197"	"0.001953"	"0.001837"	"0.001981"	"0.001913"	"0.001807"	"0.001907"	"0.00189"
"dupont1992"	"0.002048"	"0.19466114044189453"	"False"	"4.0"	"7.0"	"1.0"	"0.002315"	"0.001991"	"0.002118"	"0.0016699999999999998"	"0.001965"	"0.002048"	"0.00202"	"0.0020350000000000004"	"0.002088"	"0.002208"	"0.002218"	"0.001936"	"0.001974"	"0.0020050000000000003"	"0.001991"	"0.002022"	"0.002518"	"0.002069"	"0.002159"	"0.002115"	"0.000297"	"0.002068"	"0.001986"	"0.002052"	"0.002083"
"elowitz2000"	"0.014724"	"0.21950149536132807"	"False"	"6.0"	"12.0"	"1.0"	"0.014065"	"0.014083000000000004"	"0.014643000000000003"	"0.014385"	"0.015981"	"0.015563999999999996"	"0.014724"	"0.017488999999999998"	"0.014434"	"0.017765"	"0.014809"	"0.016144"	"0.011121"	"0.014006"	"0.015159"	"0.016356"	"0.0122"	"0.01433"	"0.017514"	"0.014713"	"0.017649"	"0.014009"	"0.01755"	"0.014069"	"0.017894"
"essunger1994"	"0.006017"	"0.21128487586975095"	"False"	"7.0"	"21.0"	"1.0"	"0.006017"	"0.006045"	"0.006063000000000001"	"0.006697"	"0.0057280000000000005"	"0.005671"	"0.005664"	"0.00625"	"0.006033"	"0.006221"	"0.005858"	"0.006497"	"0.006822"	"0.015431"	"0.003776"	"0.005887"	"0.006138"	"0.006106"	"0.00575"	"0.006221"	"0.005842"	"0.006007"	"0.005745"	"0.005995"	"0.00557"
"essunger1994a"	"nan"	"nan"	"True"	"7.0"	"17.0"	"5.0"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"
"eungdamrong2007"	"0.163109"	"0.4229767322540283"	"False"	"46.0"	"43.0"	"1.0"	"0.16028199999999998"	"0.158708"	"0.160825"	"0.165355"	"0.161012"	"0.163109"	"0.156005"	"0.162619"	"0.168023"	"0.161597"	"0.16331700000000002"	"0.159662"	"0.177655"	"0.16251300000000002"	"0.164464"	"0.15663"	"0.164416"	"0.158567"	"0.162119"	"0.178301"	"0.170104"	"0.16729000000000002"	"0.163273"	"0.16944"	"0.167242"
"ferreira2003"	"0.000912"	"0.20073318481445312"	"False"	"6.0"	"12.0"	"1.0"	"0.001008"	"0.000938"	"0.000904"	"0.000918"	"0.000963"	"0.001074"	"0.000921"	"0.00093"	"0.000912"	"0.000908"	"0.000932"	"0.000893"	"0.000985"	"0.000902"	"0.000851"	"0.000931"	"0.000912"	"0.000904"	"0.000907"	"0.000978"	"0.0008939999999999998"	"0.000795"	"0.00106"	"0.0008619999999999999"	"0.0008529999999999999"
"fisher2006"	"0.00242"	"0.21016192436218264"	"False"	"14.0"	"17.0"	"1.0"	"0.00241"	"0.0025440000000000003"	"0.002468"	"0.002346"	"0.000412"	"0.002668"	"0.002404"	"0.002295"	"0.002445"	"0.002308"	"0.002426"	"0.0026920000000000004"	"0.002436"	"0.002695"	"0.0023350000000000003"	"0.002539"	"0.002367"	"0.002316"	"0.002382"	"0.00242"	"0.002419"	"0.002688"	"0.002415"	"0.002496"	"0.006763"
"fraser2002"	"nan"	"nan"	"True"	"6.0"	"15.0"	"2.0"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"
"froehlich2018"	"83.31056099999998"	"98.33688616752623"	"False"	"1396.0"	"2686.0"	"1.0"	"81.19219100000002"	"85.060538"	"94.620621"	"79.39596800000002"	"80.427239"	"79.15350600000002"	"79.31174200000002"	"83.517717"	"78.806506"	"96.550934"	"82.509512"	"81.50049200000002"	"82.43103"	"81.989685"	"88.696597"	"81.936432"	"83.31056099999998"	"91.598403"	"100.859165"	"81.584558"	"88.724946"	"92.080235"	"89.382551"	"85.155967"	"92.334711"
"fuentes2005"	"0.0004980000000000001"	"0.17534923553466794"	"False"	"4.0"	"3.0"	"1.0"	"0.00048"	"0.000505"	"0.000524"	"0.0004940000000000001"	"0.0004980000000000001"	"0.000528"	"0.0005070000000000001"	"0.000521"	"0.000493"	"0.000489"	"0.000571"	"0.000495"	"0.0005"	"0.0005"	"0.000491"	"0.00049"	"0.0004980000000000001"	"0.000517"	"0.000491"	"0.0005099999999999999"	"0.0004980000000000001"	"0.000493"	"0.0005"	"0.000495"	"0.000492"
"fung2005"	"0.009856"	"0.19720911979675293"	"False"	"8.0"	"13.0"	"1.0"	"0.01178"	"0.009966"	"0.009533"	"0.00963"	"0.009926"	"0.00999"	"0.009993"	"0.009972"	"0.010115"	"0.009844"	"0.009744"	"0.009602"	"0.009654"	"0.009533"	"0.005881"	"0.009698"	"0.009933"	"0.009918"	"0.010057"	"0.0101"	"0.009962"	"0.005754"	"0.009856"	"0.005856"	"0.009727"
"gardner1998"	"0.001588"	"0.18564796447753906"	"False"	"5.0"	"13.0"	"1.0"	"0.002599"	"0.0016350000000000002"	"1.4e-05"	"0.001668"	"0.001609"	"0.001666"	"0.001641"	"0.002118"	"0.001587"	"0.001569"	"0.001614"	"0.00156"	"0.001813"	"0.0016699999999999998"	"0.001578"	"0.0016829999999999998"	"0.001588"	"0.0015550000000000002"	"0.001553"	"0.000263"	"0.0019510000000000005"	"0.001585"	"0.000533"	"0.001557"	"0.001566"
"goldbeter1991"	"0.002574"	"0.18422293663024905"	"False"	"3.0"	"7.0"	"1.0"	"0.002631"	"0.002545"	"0.003329"	"0.002541"	"0.002468"	"0.002565"	"0.002655"	"0.002522"	"0.002574"	"0.0026030000000000003"	"0.002608"	"0.0026"	"0.00259"	"0.002581"	"0.0025"	"0.002588"	"0.002604"	"0.00257"	"0.002494"	"0.0024690000000000003"	"0.002475"	"0.0025"	"0.002749"	"0.002462"	"0.00262"
"goldbeter2006"	"0.002009"	"0.18375396728515625"	"False"	"3.0"	"6.0"	"1.0"	"0.002062"	"0.001939"	"0.001882"	"0.001882"	"0.007728"	"0.002222"	"0.002009"	"0.002258"	"0.002063"	"0.00215"	"0.002167"	"0.001974"	"0.001957"	"0.002031"	"0.000515"	"0.001922"	"0.00203"	"0.00218"	"0.0021"	"0.002649"	"0.001948"	"0.001907"	"0.001868"	"0.001871"	"0.001879"
"gorlich2003"	"0.002762"	"0.18363213539123532"	"False"	"13.0"	"9.0"	"1.0"	"0.002814"	"0.002729"	"0.002798"	"0.002687"	"0.002774"	"0.002805"	"0.003493"	"0.002619"	"0.002749"	"0.002762"	"0.002419"	"0.002704"	"0.002728"	"0.002726"	"0.0028190000000000003"	"0.002818"	"0.002943"	"0.002829"	"0.00102"	"0.00259"	"0.002813"	"0.002742"	"0.002763"	"0.0027"	"0.00283"
"hald2012"	"0.164384"	"0.4149947166442871"	"False"	"31.0"	"27.0"	"1.0"	"0.155145"	"0.166323"	"0.168424"	"0.16333599999999998"	"0.168184"	"0.161842"	"0.159598"	"0.16225499999999998"	"0.17271199999999998"	"0.16888599999999998"	"0.16236099999999998"	"0.172373"	"0.163678"	"0.175726"	"0.185554"	"0.15978399999999998"	"0.156121"	"0.157523"	"0.16263"	"0.16732"	"0.16129000000000002"	"0.164622"	"0.164384"	"0.16488699999999998"	"0.17053800000000002"
"hatakeyama2003"	"0.029091"	"0.2629666328430176"	"False"	"36.0"	"34.0"	"1.0"	"0.029599"	"0.029092000000000007"	"0.029898"	"0.030647000000000008"	"0.028982"	"0.030099"	"0.030686"	"0.027449"	"0.027635000000000003"	"0.027294"	"0.028231"	"0.028018"	"0.028758"	"0.029206"	"0.027663"	"0.026967"	"0.024011"	"0.028238"	"0.029767"	"0.028331"	"0.029091"	"0.030534"	"0.029357"	"0.029619"	"0.029708"
"hernandezvargas2013"	"0.0039380000000000005"	"0.18505311012268064"	"False"	"5.0"	"13.0"	"1.0"	"0.003936"	"0.004538"	"0.003877"	"0.003868"	"0.003820000000000001"	"0.004268"	"0.003867"	"0.003861"	"0.004124"	"0.003819"	"0.003925"	"0.003906"	"0.0039380000000000005"	"0.004241"	"0.003987"	"0.003972"	"0.003879"	"0.003941"	"0.00413"	"0.003956"	"0.003939"	"0.00414"	"0.003926"	"0.003686"	"0.004407"
"ho1995"	"0.0003985"	"0.17549395561218262"	"False"	"1.0"	"1.0"	"2.0"	"0.0003705"	"0.0004505"	"0.0004465"	"0.0003935"	"0.000401"	"0.0004025"	"0.0003915"	"0.0003875"	"0.0002155"	"0.000387"	"0.000474"	"0.0003985"	"0.0004165"	"0.000404"	"0.00040599999999999995"	"0.0003935"	"0.00040449999999999997"	"0.0003855"	"0.000386"	"0.0001965"	"0.000199"	"0.00040199999999999996"	"0.00043049999999999995"	"0.00040750000000000004"	"0.000395"
"hockin1999"	"0.00381"	"0.21817994117736814"	"False"	"30.0"	"33.0"	"1.0"	"0.003777"	"0.003871"	"0.003999"	"0.004913"	"0.003937"	"0.003859000000000001"	"0.003893"	"0.003747"	"0.0035670000000000007"	"0.003874"	"0.003744"	"0.003746"	"0.003771"	"0.003854"	"0.003804"	"0.003831"	"0.003825"	"0.003786"	"0.003819"	"0.00381"	"0.003715"	"0.003797"	"0.003768"	"0.003812"	"0.003713"
"hockin2002"	"0.007002166666666667"	"0.21725928783416748"	"False"	"34.0"	"31.0"	"6.0"	"0.0069689999999999995"	"0.007051666666666667"	"0.0069865"	"0.006955500000000001"	"0.007002166666666667"	"0.006353666666666667"	"0.0071105000000000005"	"0.0070435"	"0.006877666666666666"	"0.006861166666666666"	"0.005434666666666668"	"0.007136166666666666"	"0.007288833333333331"	"0.007219"	"0.007111166666666666"	"0.006411666666666665"	"0.006609833333333333"	"0.006566"	"0.007428499999999999"	"0.007019333333333333"	"0.007298000000000001"	"0.0063445"	"0.0070290000000000005"	"0.007024666666666668"	"0.0068866666666666685"
"holzhutter2004"	"0.010091"	"0.2783629894256592"	"False"	"45.0"	"38.0"	"1.0"	"0.010396"	"0.010727"	"0.010091"	"0.010491"	"0.011033"	"0.010917"	"0.010683"	"0.010731999999999998"	"0.010747"	"0.020729"	"0.009974"	"0.01003"	"0.010266"	"0.01003"	"0.009971"	"0.009842"	"0.01026"	"0.009853"	"0.010048"	"0.009819"	"0.009964"	"0.009749"	"0.010136"	"0.009935"	"0.009934"
"hui2014"	"0.02368"	"0.3095631599426269"	"False"	"65.0"	"117.0"	"1.0"	"0.022407"	"0.023316"	"0.023846"	"0.02387"	"0.023892"	"0.023149"	"0.023206"	"0.019001"	"0.024022"	"0.024557"	"0.024511"	"0.031852"	"0.02368"	"0.024239"	"0.023207"	"0.023083000000000003"	"0.024076"	"0.023428"	"0.023742"	"0.023563"	"0.023033"	"0.02364"	"0.024358"	"0.023831"	"0.023346"
"ihekwaba2004"	"0.021189"	"0.2479665279388428"	"False"	"26.0"	"64.0"	"1.0"	"0.02078"	"0.022117"	"0.021344"	"0.021189"	"0.021039"	"0.020986"	"0.021441"	"0.021444"	"0.020816"	"0.021402"	"0.022983"	"0.020418"	"0.02062"	"0.020778"	"0.020814"	"0.021354"	"0.021111"	"0.02079"	"0.021958"	"0.021082"	"0.021201"	"0.022751"	"0.021865"	"0.020792"	"0.02129"
"jiang2007"	"2.971578"	"3.3798277378082275"	"False"	"59.0"	"45.0"	"1.0"	"2.921495"	"2.810705"	"2.927394"	"2.917504"	"2.994533"	"2.952575"	"3.034589"	"3.090586"	"3.040827"	"3.043438"	"3.024429"	"3.037476"	"2.992095"	"2.971578"	"2.81032"	"2.948211"	"2.917435"	"2.985914"	"2.95176"	"2.880562"	"2.841416"	"2.953337"	"2.977445"	"3.078435"	"3.030328"
"karin2017"	"0.000437"	"0.17812907695770264"	"False"	"2.0"	"3.0"	"2.0"	"0.0004285"	"0.0004315"	"0.0004215"	"0.000528"	"0.000437"	"0.0004615"	"0.00047300000000000006"	"0.0005"	"0.0004085"	"0.000328"	"0.000504"	"0.000407"	"0.0004795"	"0.000513"	"0.0004605"	"0.0004575"	"0.0004345"	"0.000413"	"0.00043499999999999995"	"0.0004155"	"0.00043049999999999995"	"0.0005074999999999999"	"0.0004944999999999999"	"0.00042800000000000005"	"0.0004965"
"karin2017b"	"0.000522"	"0.17744910717010498"	"False"	"2.0"	"2.0"	"2.0"	"0.0005319999999999999"	"0.0005385"	"0.0005484999999999999"	"0.0006705000000000001"	"0.0006230000000000001"	"0.0006875000000000001"	"0.0005605"	"0.0005815"	"0.0005085000000000001"	"0.000504"	"0.000522"	"0.0005020000000000001"	"0.000277"	"0.000521"	"0.000512"	"0.0006274999999999999"	"0.0005015"	"0.000495"	"0.000307"	"0.00031650000000000005"	"0.0006540000000000001"	"0.0005149999999999999"	"0.000518"	"0.0005245"	"0.0006405"
"karin2017d"	"0.00159"	"0.18239498138427732"	"False"	"5.0"	"5.0"	"1.0"	"0.0016120000000000002"	"0.0016170000000000002"	"0.001566"	"0.001532"	"0.001616"	"0.001922"	"0.001985"	"0.001566"	"0.001556"	"0.001544"	"0.001547"	"0.0015550000000000002"	"0.001583"	"0.001618"	"0.0016"	"0.00159"	"0.00157"	"0.001589"	"0.0016989999999999998"	"0.001893"	"0.0016469999999999998"	"0.001571"	"0.001625"	"0.001637"	"0.001535"
"kholodenko1999"	"0.004143"	"0.21432113647460935"	"False"	"23.0"	"25.0"	"1.0"	"0.004144"	"0.004079"	"0.004193"	"0.004122"	"0.0042"	"0.004104"	"0.004181"	"0.005251"	"0.0040950000000000005"	"0.004277"	"0.004208"	"0.004476"	"0.004087"	"0.004113"	"0.004104"	"0.004138"	"0.004143"	"0.004357"	"0.004109000000000001"	"0.004327"	"0.004115"	"0.004154"	"0.004218"	"0.004141"	"0.004079999999999999"
"kholodenko2000"	"0.006779"	"0.1898465156555176"	"False"	"8.0"	"10.0"	"1.0"	"0.006461"	"0.006464"	"0.006711"	"0.002697"	"0.006538"	"0.007244"	"0.008867"	"0.006781999999999999"	"0.006605"	"0.006947"	"0.006554000000000001"	"0.006490999999999999"	"0.006893000000000001"	"0.00658"	"0.006688"	"0.006779"	"0.00657"	"0.006943"	"0.006842"	"0.006976"	"0.006756"	"0.00693"	"0.007073"	"0.00705"	"0.007012000000000001"
"kim2011"	"0.003989"	"0.18677616119384768"	"False"	"4.0"	"9.0"	"1.0"	"0.003981"	"0.004261"	"0.003806"	"0.004007999999999999"	"0.004333"	"0.003918"	"0.004111"	"0.00474"	"0.004123"	"0.003658"	"0.003728"	"0.004168"	"0.004252000000000001"	"0.003716"	"0.003976"	"0.004093"	"0.003904"	"0.003989"	"0.003996"	"0.003749"	"0.004171"	"0.003939"	"0.004015"	"0.002077"	"0.003864"
"kirschner1998"	"0.000922"	"0.1834712028503418"	"False"	"2.0"	"6.0"	"1.0"	"0.000918"	"0.000912"	"0.000916"	"0.000922"	"0.00095"	"0.000927"	"0.000926"	"0.000922"	"0.000925"	"0.001973"	"0.0008869999999999998"	"0.000942"	"0.000922"	"0.000943"	"0.000868"	"0.000897"	"0.00092"	"0.000954"	"0.000936"	"0.000901"	"0.00091"	"0.0008939999999999998"	"0.000938"	"0.0008320000000000001"	"0.000908"
