time	A	I1	I2	S
42.0.	1750.7072891898679	8924.755753452058	6.686967859945761	1835.3944428663197
42.0.6.0	1750.6483467218682	8924.719197211849	6.225167926273248	1835.3384387239219
43.0.199999999999996.0	1750.5932585042901	8924.684307134634	5.795259798893981	1835.2863282899425
43.0.8.0	1750.541785826057	8924.651077137814	5.395041030512905	1835.237839350624
44.0.4.0	1750.4937029740647	8924.61948772088	5.022461275526672	1835.1927189139503
45.0.	1750.4487967785299	8924.589508649531	4.675611785742804	1835.1507318280464
45.0.6.0	1750.406866133437	8924.561101231151	4.352715631544702	1835.1116595019785
46.0.199999999999996.0	1750.3677215009636	8924.534220238213	4.05211859840067	1835.07529872097
46.0.8.0	1750.3311844072389	8924.508815528712	3.772280712075389	1835.0414605487192
47.0.4.0	1750.2970869354897	8924.48483340621	3.511768349123699	1835.0099693101247
48.0.	1750.2652712215147	8924.46221775628	3.269246892245237	1834.980661648267
48.0.6.0	1750.2355889554738	8924.440910991343	3.043473892870347	1834.9533856499988
49.0.199999999999996.0	1750.2079008931908	8924.42085483147	2.833292705946411	1834.9280000349613
49.0.8.0	1750.1820763794688	8924.401990944985	2.63762656431329	1834.9043734032468
50.0.4.0	1750.1579928853541	8924.384261469628	2.455473062308756	1834.8823835373257
51.0.	1750.1355355607948	8924.367609431925	2.285899020341574	1834.8619167541897
51.0.6.0	1750.1145968037333	8924.351979080291	2.128035704121803	1834.8428673039853
52.0.199999999999996.0	1750.0950758463396	8924.337316145027	1.981074374054978	1834.8251368117067
52.0.8.0	1750.0768783587973	8924.32356803661	1.844262141998449	1834.8086337587724
53.0.4.0	1750.0599160708364	8924.310683992171	1.716898114152936	1834.7932730015668
54.0.	1750.0441064110016	8924.298615178488	1.598329800328314	1834.778975324244
54.0.6.0	1750.0293721635076	8924.287314758796	1.487949771187467	1834.7656670232936
55.0.199999999999996.0	1750.0156411423866	8924.276737929591	1.3851925463424761	1834.7532795215748
55.0.8.0	1750.0028458825552	8924.266841932693	1.289531697360213	1834.7417490096686
56.0.4.0	1749.9909233473363	8924.257586047146	1.200477150835439	1834.7310161125895
57.0.	1749.9798146519227	8924.248931564756	1.117572677714541	1834.7210255800253
57.0.599999999999994.0	1749.9694648022185	8924.240841752571	1.040393556007248	1834.7117259984152
58.0.199999999999996.0	1749.9598224484716	8924.233281805073	0.968544394912008	1834.7030695233
58.0.8.0	1749.9508396530869	8924.226218788417	0.9016571092076711	1834.6950116304993
59.0.4.0	1749.942471671996	8924.21962157871	0.8393890335339811	1834.6875108847673
60.0.	1749.934676748974	8924.213460795974	0.7814211669048321	1834.680528724686
